    3    4    2    1    1    0.000025   -0.000000
    3    4    2    2    1    0.000020    0.000000
    3    4    2    1    2    0.000002    0.000000
    3    4    2    2    2    0.000004    0.000000
    3    4    3    1    1    0.000021    0.000000
    3    4    3    2    1    0.000029   -0.000000
    3    4    3    1    2   -0.000000   -0.000000
    3    4    3    2    2   -0.000001   -0.000000
    3    4    4    1    1    0.000028    0.000000
    3    4    4    2    1    0.000021    0.000000
    3    4    4    1    2    0.000004   -0.000000
    3    4    4    2    2    0.000010   -0.000000
    3    4    5    1    1    0.000017    0.000000
    3    4    5    2    1    0.000019    0.000000
    3    4    5    1    2    0.000003   -0.000000
    3    4    5    2    2    0.000009   -0.000000
    3    4    6    1    1    0.000008    0.000000
    3    4    6    2    1    0.000008   -0.000000
    3    4    6    1    2    0.000003    0.000000
    3    4    6    2    2    0.000005    0.000000
    3    4    7    1    1    0.000004   -0.000000
    3    4    7    2    1    0.000000    0.000000
    3    4    7    1    2    0.000003   -0.000000
    3    4    7    2    2    0.000002    0.000000
    4    1   -7    1    1    0.000001   -0.000000
    4    1   -7    2    1    0.000003   -0.000000
    4    1   -7    1    2   -0.000006   -0.000000
    4    1   -7    2    2    0.000003    0.000000
    4    1   -6    1    1    0.000001   -0.000000
    4    1   -6    2    1    0.000003   -0.000000
    4    1   -6    1    2   -0.000001   -0.000000
    4    1   -6    2    2    0.000001    0.000000
    4    1   -5    1    1   -0.000000    0.000000
    4    1   -5    2    1   -0.000002    0.000000
    4    1   -5    1    2    0.000008    0.000000
    4    1   -5    2    2   -0.000001   -0.000000
    4    1   -4    1    1   -0.000001    0.000000
    4    1   -4    2    1   -0.000008    0.000000
    4    1   -4    1    2    0.000005    0.000000
    4    1   -4    2    2   -0.000003   -0.000000
    4    1   -3    1    1   -0.000001   -0.000000
    4    1   -3    2    1   -0.000009   -0.000000
    4    1   -3    1    2    0.000012    0.000000
    4    1   -3    2    2   -0.000003    0.000000
    4    1   -2    1    1    0.000000    0.000000
    4    1   -2    2    1   -0.000004    0.000000
    4    1   -2    1    2   -0.000010   -0.000000
    4    1   -2    2    2   -0.000001   -0.000000
    4    1   -1    1    1    0.000001    0.000000
    4    1   -1    2    1    0.000005   -0.000000
    4    1   -1    1    2    0.000004    0.000000
    4    1   -1    2    2    0.000001   -0.000000
    4    1    0    1    1    0.000002   -0.000000
    4    1    0    2    1    0.000012   -0.000000
    4    1    0    1    2    0.000004   -0.000000
    4    1    0    2    2    0.000002   -0.000000
    4    1    1    1    1    0.000001   -0.000000
    4    1    1    2    1    0.000012    0.000000
    4    1    1    1    2   -0.000010    0.000000
    4    1    1    2    2    0.000001   -0.000000
    4    1    2    1    1    0.000000    0.000000
    4    1    2    2    1    0.000005    0.000000
    4    1    2    1    2    0.000012   -0.000000
    4    1    2    2    2   -0.000001   -0.000000
    4    1    3    1    1   -0.000001    0.000000
    4    1    3    2    1   -0.000004   -0.000000
    4    1    3    1    2    0.000005    0.000000
    4    1    3    2    2   -0.000003   -0.000000
    4    1    4    1    1   -0.000001   -0.000000
    4    1    4    2    1   -0.000009    0.000000
    4    1    4    1    2    0.000008    0.000000
    4    1    4    2    2   -0.000003    0.000000
    4    1    5    1    1   -0.000000    0.000000
    4    1    5    2    1   -0.000008   -0.000000
    4    1    5    1    2   -0.000001   -0.000000
    4    1    5    2    2   -0.000001    0.000000
    4    1    6    1    1    0.000001    0.000000
    4    1    6    2    1   -0.000002   -0.000000
    4    1    6    1    2   -0.000006    0.000000
    4    1    6    2    2    0.000001   -0.000000
    4    1    7    1    1    0.000001   -0.000000
    4    1    7    2    1    0.000003   -0.000000
    4    1    7    1    2   -0.000006   -0.000000
    4    1    7    2    2    0.000003    0.000000
    4    2   -7    1    1   -0.000003    0.000000
    4    2   -7    2    1   -0.000005    0.000000
    4    2   -7    1    2    0.000010   -0.000000
    4    2   -7    2    2   -0.000000    0.000000
    4    2   -6    1    1   -0.000003   -0.000000
    4    2   -6    2    1   -0.000005    0.000000
    4    2   -6    1    2    0.000001    0.000000
    4    2   -6    2    2   -0.000003    0.000000
    4    2   -5    1    1   -0.000003    0.000000
    4    2   -5    2    1   -0.000004   -0.000000
    4    2   -5    1    2   -0.000010   -0.000000
    4    2   -5    2    2   -0.000008   -0.000000
    4    2   -4    1    1   -0.000003    0.000000
    4    2   -4    2    1   -0.000003    0.000000
    4    2   -4    1    2   -0.000030    0.000000
    4    2   -4    2    2   -0.000011   -0.000000
    4    2   -3    1    1    0.000002   -0.000000
    4    2   -3    2    1   -0.000003   -0.000000
    4    2   -3    1    2   -0.000023   -0.000000
    4    2   -3    2    2   -0.000005    0.000000
    4    2   -2    1    1    0.000001   -0.000000
    4    2   -2    2    1   -0.000004    0.000000
    4    2   -2    1    2   -0.000039   -0.000000
    4    2   -2    2    2    0.000003   -0.000000
    4    2   -1    1    1    0.000016    0.000000
    4    2   -1    2    1   -0.000006   -0.000000
    4    2   -1    1    2   -0.000020    0.000000
    4    2   -1    2    2    0.000022   -0.000000
    4    2    0    1    1    0.000006   -0.000000
    4    2    0    2    1   -0.000008    0.000000
    4    2    0    1    2   -0.000020   -0.000000
    4    2    0    2    2    0.000020    0.000000
    4    2    1    1    1    0.000016    0.000000
    4    2    1    2    1   -0.000008   -0.000000
    4    2    1    1    2   -0.000039    0.000000
    4    2    1    2    2    0.000022   -0.000000
    4    2    2    1    1    0.000001    0.000000
    4    2    2    2    1   -0.000006   -0.000000
    4    2    2    1    2   -0.000023   -0.000000
    4    2    2    2    2    0.000003   -0.000000
    4    2    3    1    1    0.000002   -0.000000
    4    2    3    2    1   -0.000004    0.000000
    4    2    3    1    2   -0.000030    0.000000
    4    2    3    2    2   -0.000005    0.000000
    4    2    4    1    1   -0.000003    0.000000
    4    2    4    2    1   -0.000003   -0.000000
    4    2    4    1    2   -0.000010   -0.000000
    4    2    4    2    2   -0.000011   -0.000000
    4    2    5    1    1   -0.000003    0.000000
    4    2    5    2    1   -0.000003   -0.000000
    4    2    5    1    2    0.000001    0.000000
    4    2    5    2    2   -0.000008   -0.000000
    4    2    6    1    1   -0.000003   -0.000000
    4    2    6    2    1   -0.000004    0.000000
    4    2    6    1    2    0.000010   -0.000000
    4    2    6    2    2   -0.000003    0.000000
    4    2    7    1    1   -0.000003    0.000000
    4    2    7    2    1   -0.000005    0.000000
    4    2    7    1    2    0.000010   -0.000000
    4    2    7    2    2   -0.000000    0.000000
    4    3   -7    1    1    0.000004    0.000000
    4    3   -7    2    1    0.000003    0.000000
    4    3   -7    1    2    0.000000   -0.000000
    4    3   -7    2    2    0.000002   -0.000000
    4    3   -6    1    1    0.000008    0.000000
    4    3   -6    2    1    0.000003   -0.000000
    4    3   -6    1    2    0.000008    0.000000
    4    3   -6    2    2    0.000005   -0.000000
    4    3   -5    1    1    0.000017   -0.000000
    4    3   -5    2    1    0.000003    0.000000
    4    3   -5    1    2    0.000019   -0.000000
    4    3   -5    2    2    0.000009    0.000000
    4    3   -4    1    1    0.000028   -0.000000
    4    3   -4    2    1    0.000004    0.000000
    4    3   -4    1    2    0.000021   -0.000000
    4    3   -4    2    2    0.000010    0.000000
    4    3   -3    1    1    0.000021   -0.000000
    4    3   -3    2    1   -0.000000    0.000000
    4    3   -3    1    2    0.000029    0.000000
    4    3   -3    2    2   -0.000001    0.000000
    4    3   -2    1    1    0.000025    0.000000
    4    3   -2    2    1    0.000002   -0.000000
    4    3   -2    1    2    0.000020   -0.000000
    4    3   -2    2    2    0.000004   -0.000000
    4    3   -1    1    1    0.000025   -0.000000
    4    3   -1    2    1    0.000001    0.000000
    4    3   -1    1    2    0.000006    0.000000
    4    3   -1    2    2   -0.000017    0.000000
    4    3    0    1    1    0.000055   -0.000000
    4    3    0    2    1    0.000022   -0.000000
    4    3    0    1    2    0.000006    0.000000
    4    3    0    2    2    0.000036    0.000000
    4    3    1    1    1    0.000025    0.000000
    4    3    1    2    1    0.000022    0.000000
    4    3    1    1    2    0.000020   -0.000000
    4    3    1    2    2   -0.000017   -0.000000
    4    3    2    1    1    0.000025   -0.000000
    4    3    2    2    1    0.000001   -0.000000
    4    3    2    1    2    0.000029    0.000000
    4    3    2    2    2    0.000004    0.000000
    4    3    3    1    1    0.000021    0.000000
    4    3    3    2    1    0.000002    0.000000
    4    3    3    1    2    0.000021   -0.000000
    4    3    3    2    2   -0.000001    0.000000
    4    3    4    1    1    0.000028    0.000000
    4    3    4    2    1   -0.000000   -0.000000
    4    3    4    1    2    0.000019    0.000000
    4    3    4    2    2    0.000010   -0.000000
    4    3    5    1    1    0.000017   -0.000000
    4    3    5    2    1    0.000004   -0.000000
    4    3    5    1    2    0.000008   -0.000000
    4    3    5    2    2    0.000009    0.000000
    4    3    6    1    1    0.000008    0.000000
    4    3    6    2    1    0.000003   -0.000000
    4    3    6    1    2    0.000000    0.000000
    4    3    6    2    2    0.000005   -0.000000
    4    3    7    1    1    0.000004    0.000000
    4    3    7    2    1    0.000003    0.000000
    4    3    7    1    2    0.000000   -0.000000
    4    3    7    2    2    0.000002   -0.000000
    5    2   -7    1    1    0.000004    0.000000
    5    2   -7    2    1    0.000003    0.000000
    5    2   -7    1    2    0.000006    0.000000
    5    2   -7    2    2    0.000008   -0.000000
    5    2   -6    1    1    0.000002   -0.000000
    5    2   -6    2    1    0.000003    0.000000
    5    2   -6    1    2    0.000006    0.000000
    5    2   -6    2    2    0.000005    0.000000
    5    2   -5    1    1   -0.000001   -0.000000
    5    2   -5    2    1   -0.000002   -0.000000
    5    2   -5    1    2    0.000005   -0.000000
    5    2   -5    2    2   -0.000001    0.000000
    5    2   -4    1    1   -0.000003    0.000000
    5    2   -4    2    1   -0.000008    0.000000
    5    2   -4    1    2    0.000003   -0.000000
    5    2   -4    2    2   -0.000007   -0.000000
    5    2   -3    1    1   -0.000003    0.000000
    5    2   -3    2    1   -0.000009   -0.000000
    5    2   -3    1    2   -0.000005    0.000000
    5    2   -3    2    2   -0.000006   -0.000000
    5    2   -2    1    1   -0.000001   -0.000000
    5    2   -2    2    1   -0.000004    0.000000
    5    2   -2    1    2   -0.000008    0.000000
    5    2   -2    2    2   -0.000001    0.000000
    5    2   -1    1    1    0.000003    0.000000
    5    2   -1    2    1    0.000005    0.000000
    5    2   -1    1    2   -0.000018   -0.000000
    5    2   -1    2    2    0.000006    0.000000
    5    2    0    1    1    0.000004    0.000000
    5    2    0    2    1    0.000012    0.000000
    5    2    0    1    2   -0.000018    0.000000
    5    2    0    2    2    0.000009   -0.000000
    5    2    1    1    1    0.000003    0.000000
    5    2    1    2    1    0.000012    0.000000
    5    2    1    1    2   -0.000008   -0.000000
    5    2    1    2    2    0.000006    0.000000
    5    2    2    1    1   -0.000001   -0.000000
    5    2    2    2    1    0.000005   -0.000000
    5    2    2    1    2   -0.000005    0.000000
    5    2    2    2    2   -0.000001    0.000000
    5    2    3    1    1   -0.000003    0.000000
    5    2    3    2    1   -0.000004   -0.000000
    5    2    3    1    2    0.000003   -0.000000
    5    2    3    2    2   -0.000006   -0.000000
    5    2    4    1    1   -0.000003    0.000000
    5    2    4    2    1   -0.000009    0.000000
    5    2    4    1    2    0.000005   -0.000000
    5    2    4    2    2   -0.000007   -0.000000
    5    2    5    1    1   -0.000001   -0.000000
    5    2    5    2    1   -0.000008    0.000000
    5    2    5    1    2    0.000006   -0.000000
    5    2    5    2    2   -0.000001    0.000000
    5    2    6    1    1    0.000002   -0.000000
    5    2    6    2    1   -0.000002   -0.000000
    5    2    6    1    2    0.000006   -0.000000
    5    2    6    2    2    0.000005    0.000000
    5    2    7    1    1    0.000004    0.000000
    5    2    7    2    1    0.000003    0.000000
    5    2    7    1    2    0.000006    0.000000
    5    2    7    2    2    0.000008   -0.000000
