 written on 24Apr2023 at 10:35:34 
           2
         795
    3    3   -7    1    2   -0.000023    0.000000   -0.000066   -0.000000   -0.000199    0.000000
    3    3   -7    2    2    0.000000   -0.000000   -0.000499    0.000000    0.000000   -0.000000
    3    3   -6    1    1   -0.000000   -0.000000   -0.000069   -0.000000   -0.000000   -0.000000
    3    3   -6    2    1   -0.000038   -0.000000   -0.000027    0.000000    0.000099   -0.000000
    3    3   -6    1    2    0.000025   -0.000000   -0.000006    0.000000   -0.000538   -0.000000
    3    3   -6    2    2    0.000000   -0.000000   -0.000386   -0.000000    0.000000   -0.000000
    3    3   -5    1    1   -0.000000   -0.000000   -0.000030    0.000000   -0.000000   -0.000000
    3    3   -5    2    1   -0.000020   -0.000000    0.000032    0.000000    0.000244   -0.000000
    3    3   -5    1    2    0.000094   -0.000000    0.000069    0.000000   -0.000654    0.000000
    3    3   -5    2    2    0.000000   -0.000000   -0.000114    0.000000    0.000000   -0.000000
    3    3   -4    1    1   -0.000000    0.000000    0.000004   -0.000000   -0.000000    0.000000
    3    3   -4    2    1    0.000008    0.000000    0.000117   -0.000000    0.000296    0.000000
    3    3   -4    1    2    0.000138    0.000000    0.000097   -0.000000   -0.000484   -0.000000
    3    3   -4    2    2    0.000000    0.000000    0.000153    0.000000    0.000000    0.000000
    3    3   -3    1    1   -0.000000   -0.000000   -0.000166    0.000000   -0.000000   -0.000000
    3    3   -3    2    1    0.000040   -0.000000    0.000178    0.000000    0.000141   -0.000000
    3    3   -3    1    2    0.000199    0.000000    0.000053    0.000000   -0.000394    0.000000
    3    3   -3    2    2    0.000000   -0.000000    0.000429   -0.000000    0.000000   -0.000000
    3    3   -2    1    1   -0.000000   -0.000000   -0.000385    0.000000   -0.000000   -0.000000
    3    3   -2    2    1    0.000065    0.000000    0.000196   -0.000000   -0.000027    0.000000
    3    3   -2    1    2    0.000233   -0.000000   -0.000065   -0.000000   -0.000181   -0.000000
    3    3   -2    2    2    0.000000    0.000000    0.000542    0.000000    0.000000    0.000000
    3    3   -1    1    1   -0.000000   -0.000000   -0.000792   -0.000000   -0.000000   -0.000000
    3    3   -1    2    1    0.000091   -0.000000    0.000189   -0.000000   -0.000195   -0.000000
    3    3   -1    1    2    0.000319    0.000000   -0.000138    0.000000    0.000013   -0.000000
    3    3   -1    2    2    0.000000    0.000000    0.000768    0.000000    0.000000    0.000000
    3    3    0    1    1   -0.000000    0.000000   -0.000722    0.000000   -0.000000   -0.000000
    3    3    0    2    1    0.000124    0.000000    0.000179    0.000000   -0.000075    0.000000
    3    3    0    1    2    0.000319    0.000000   -0.000138   -0.000000   -0.000025    0.000000
    3    3    0    2    2   -0.000000    0.000000    0.000675   -0.000000    0.000000   -0.000000
    3    3    1    1    1    0.000000    0.000000   -0.000792    0.000000   -0.000000   -0.000000
    3    3    1    2    1    0.000124    0.000000    0.000179    0.000000    0.000055   -0.000000
    3    3    1    1    2    0.000233   -0.000000   -0.000065    0.000000    0.000091    0.000000
    3    3    1    2    2   -0.000000   -0.000000    0.000768   -0.000000    0.000000    0.000000
    3    3    2    1    1    0.000000   -0.000000   -0.000385    0.000000   -0.000000    0.000000
    3    3    2    2    1    0.000091    0.000000    0.000189   -0.000000    0.000213   -0.000000
    3    3    2    1    2    0.000199    0.000000    0.000053   -0.000000    0.000153    0.000000
    3    3    2    2    2   -0.000000   -0.000000    0.000542   -0.000000    0.000000    0.000000
    3    3    3    1    1    0.000000   -0.000000   -0.000166    0.000000   -0.000000    0.000000
    3    3    3    2    1    0.000065    0.000000    0.000196    0.000000    0.000095   -0.000000
    3    3    3    1    2    0.000138   -0.000000    0.000097   -0.000000    0.000256   -0.000000
    3    3    3    2    2   -0.000000    0.000000    0.000429    0.000000    0.000000   -0.000000
    3    3    4    1    1    0.000000   -0.000000    0.000004   -0.000000   -0.000000    0.000000
    3    3    4    2    1    0.000040   -0.000000    0.000178    0.000000   -0.000060    0.000000
    3    3    4    1    2    0.000094   -0.000000    0.000069   -0.000000    0.000438   -0.000000
    3    3    4    2    2   -0.000000   -0.000000    0.000153   -0.000000    0.000000    0.000000
    3    3    5    1    1    0.000000    0.000000   -0.000030   -0.000000   -0.000000   -0.000000
    3    3    5    2    1    0.000008   -0.000000    0.000117   -0.000000   -0.000223   -0.000000
    3    3    5    1    2    0.000025    0.000000   -0.000006    0.000000    0.000444   -0.000000
    3    3    5    2    2   -0.000000   -0.000000   -0.000114   -0.000000    0.000000    0.000000
    3    3    6    1    1    0.000000    0.000000   -0.000069    0.000000   -0.000000   -0.000000
    3    3    6    2    1   -0.000020    0.000000    0.000032   -0.000000   -0.000204   -0.000000
    3    3    6    1    2   -0.000023   -0.000000   -0.000066    0.000000    0.000212    0.000000
    3    3    6    2    2   -0.000000   -0.000000   -0.000386    0.000000    0.000000    0.000000
    3    3    7    1    1    0.000000   -0.000000   -0.000090   -0.000000    0.000000    0.000000
    3    3    7    2    1   -0.000038    0.000000   -0.000027   -0.000000   -0.000081    0.000000
    3    3    7    1    2   -0.000023    0.000000   -0.000066   -0.000000   -0.000199    0.000000
    3    3    7    2    2    0.000000   -0.000000   -0.000499    0.000000    0.000000    0.000000
    3    4   -7    1    1   -0.000000   -0.000000   -0.000081    0.000000   -0.000000   -0.000000
    3    4   -7    2    1   -0.000070    0.000000    0.000181    0.000000    0.000017   -0.000000
    3    4   -7    1    2    0.000059    0.000000   -0.000017   -0.000000    0.000046    0.000000
    3    4   -7    2    2    0.000000   -0.000000    0.000209    0.000000    0.000000   -0.000000
    3    4   -6    1    1   -0.000000    0.000000   -0.000064    0.000000   -0.000025    0.000000
    3    4   -6    2    1   -0.000070   -0.000000    0.000181   -0.000000   -0.000023   -0.000000
    3    4   -6    1    2    0.000023   -0.000000    0.000019    0.000000    0.000138    0.000000
    3    4   -6    2    2    0.000000    0.000000    0.000202   -0.000000    0.000026   -0.000000
    3    4   -5    1    1   -0.000000   -0.000000   -0.000037   -0.000000   -0.000049   -0.000000
    3    4   -5    2    1   -0.000038    0.000000    0.000129   -0.000000   -0.000029    0.000000
    3    4   -5    1    2   -0.000031   -0.000000    0.000064   -0.000000    0.000125   -0.000000
    3    4   -5    2    2    0.000000   -0.000000    0.000184   -0.000000    0.000052   -0.000000
    3    4   -4    1    1   -0.000000   -0.000000    0.000048    0.000000   -0.000059    0.000000
    3    4   -4    2    1    0.000015   -0.000000    0.000056    0.000000    0.000041    0.000000
    3    4   -4    1    2   -0.000091   -0.000000    0.000095   -0.000000    0.000081    0.000000
    3    4   -4    2    2    0.000000   -0.000000    0.000091   -0.000000    0.000065   -0.000000
    3    4   -3    1    1    0.000000   -0.000000    0.000039   -0.000000   -0.000106   -0.000000
    3    4   -3    2    1    0.000070   -0.000000    0.000006   -0.000000    0.000127    0.000000
    3    4   -3    1    2   -0.000127    0.000000    0.000107    0.000000    0.000072   -0.000000
    3    4   -3    2    2   -0.000000    0.000000    0.000047   -0.000000    0.000097   -0.000000
    3    4   -2    1    1    0.000000   -0.000000    0.000186    0.000000   -0.000078    0.000000
    3    4   -2    2    1    0.000107    0.000000   -0.000038   -0.000000    0.000187   -0.000000
    3    4   -2    1    2   -0.000184    0.000000    0.000142   -0.000000    0.000104    0.000000
    3    4   -2    2    2   -0.000000   -0.000000   -0.000192    0.000000    0.000050    0.000000
    3    4   -1    1    1    0.000000   -0.000000    0.000125   -0.000000   -0.000168   -0.000000
    3    4   -1    2    1    0.000181    0.000000   -0.000078   -0.000000    0.000136    0.000000
    3    4   -1    1    2   -0.000217   -0.000000    0.000183   -0.000000    0.000096   -0.000000
    3    4   -1    2    2   -0.000000    0.000000   -0.000183   -0.000000    0.000101    0.000000
    3    4    0    1    1    0.000000    0.000000    0.000260    0.000000    0.000000    0.000000
    3    4    0    2    1    0.000322   -0.000000   -0.000162   -0.000000    0.000049   -0.000000
    3    4    0    1    2   -0.000217    0.000000    0.000183    0.000000    0.000056    0.000000
    3    4    0    2    2   -0.000000   -0.000000   -0.000386    0.000000   -0.000000   -0.000000
    3    4    1    1    1    0.000000    0.000000    0.000125    0.000000    0.000168   -0.000000
    3    4    1    2    1    0.000322   -0.000000   -0.000162    0.000000    0.000016    0.000000
    3    4    1    1    2   -0.000184    0.000000    0.000142   -0.000000   -0.000005   -0.000000
    3    4    1    2    2   -0.000000   -0.000000   -0.000183   -0.000000   -0.000101    0.000000
    3    4    2    1    1    0.000000    0.000000    0.000186    0.000000    0.000078   -0.000000
    3    4    2    2    1    0.000181    0.000000   -0.000078    0.000000   -0.000065   -0.000000
    3    4    2    1    2   -0.000127   -0.000000    0.000107    0.000000   -0.000040    0.000000
    3    4    2    2    2   -0.000000   -0.000000   -0.000192    0.000000   -0.000050   -0.000000
    3    4    3    1    1    0.000000    0.000000    0.000039   -0.000000    0.000106    0.000000
    3    4    3    2    1    0.000107    0.000000   -0.000038   -0.000000   -0.000132    0.000000
    3    4    3    1    2   -0.000091   -0.000000    0.000095    0.000000   -0.000074   -0.000000
    3    4    3    2    2   -0.000000    0.000000    0.000047   -0.000000   -0.000097    0.000000
    3    4    4    1    1   -0.000000   -0.000000    0.000048    0.000000    0.000059   -0.000000
    3    4    4    2    1    0.000070   -0.000000    0.000006    0.000000   -0.000101   -0.000000
    3    4    4    1    2   -0.000031    0.000000    0.000064   -0.000000   -0.000123   -0.000000
    3    4    4    2    2    0.000000   -0.000000    0.000091    0.000000   -0.000065   -0.000000
    3    4    5    1    1   -0.000000    0.000000   -0.000037   -0.000000    0.000049   -0.000000
    3    4    5    2    1    0.000015   -0.000000    0.000056   -0.000000   -0.000036    0.000000
    3    4    5    1    2    0.000023   -0.000000    0.000019    0.000000   -0.000153    0.000000
    3    4    5    2    2    0.000000    0.000000    0.000184    0.000000   -0.000052   -0.000000
    3    4    6    1    1   -0.000000   -0.000000   -0.000064   -0.000000    0.000025    0.000000
    3    4    6    2    1   -0.000038    0.000000    0.000129    0.000000    0.000023    0.000000
    3    4    6    1    2    0.000059    0.000000   -0.000017    0.000000   -0.000089   -0.000000
    3    4    6    2    2    0.000000    0.000000    0.000202   -0.000000   -0.000026    0.000000
    3    4    7    1    1   -0.000000   -0.000000   -0.000081    0.000000    0.000000   -0.000000
    3    4    7    2    1   -0.000070    0.000000    0.000181    0.000000    0.000017   -0.000000
    3    4    7    1    2    0.000059    0.000000   -0.000017   -0.000000    0.000046    0.000000
    3    4    7    2    2    0.000000   -0.000000    0.000209    0.000000   -0.000000   -0.000000
    4    1   -7    1    1    0.000007    0.000000    0.000003   -0.000000   -0.000000   -0.000000
    4    1   -7    2    1   -0.000006    0.000000   -0.000026   -0.000000   -0.000040   -0.000000
    4    1   -7    1    2    0.000011   -0.000000   -0.000008    0.000000   -0.000107   -0.000000
    4    1   -7    2    2   -0.000014   -0.000000   -0.000008    0.000000    0.000000   -0.000000
    4    1   -6    1    1    0.000006    0.000000    0.000002    0.000000   -0.000002   -0.000000
    4    1   -6    2    1   -0.000006   -0.000000   -0.000026   -0.000000    0.000038    0.000000
    4    1   -6    1    2   -0.000002    0.000000    0.000031   -0.000000   -0.000251    0.000000
    4    1   -6    2    2   -0.000010    0.000000   -0.000005    0.000000    0.000003   -0.000000
    4    1   -5    1    1    0.000002   -0.000000    0.000001   -0.000000    0.000000    0.000000
    4    1   -5    2    1    0.000002    0.000000   -0.000029   -0.000000    0.000101   -0.000000
    4    1   -5    1    2   -0.000013   -0.000000    0.000071    0.000000   -0.000351   -0.000000
    4    1   -5    2    2   -0.000002   -0.000000    0.000001   -0.000000   -0.000005    0.000000
    4    1   -4    1    1   -0.000002    0.000000    0.000000    0.000000    0.000000   -0.000000
    4    1   -4    2    1    0.000012    0.000000   -0.000032   -0.000000    0.000109    0.000000
    4    1   -4    1    2   -0.000024    0.000000    0.000092   -0.000000   -0.000327    0.000000
    4    1   -4    2    2    0.000008   -0.000000    0.000005   -0.000000   -0.000014    0.000000
    4    1   -3    1    1   -0.000006   -0.000000    0.000001    0.000000   -0.000010   -0.000000
    4    1   -3    2    1    0.000016    0.000000   -0.000034   -0.000000    0.000044   -0.000000
    4    1   -3    1    2   -0.000009    0.000000    0.000046   -0.000000   -0.000223   -0.000000
    4    1   -3    2    2    0.000013   -0.000000    0.000003    0.000000    0.000000   -0.000000
    4    1   -2    1    1   -0.000010    0.000000   -0.000000    0.000000   -0.000026   -0.000000
    4    1   -2    2    1    0.000011    0.000000   -0.000029    0.000000   -0.000058    0.000000
    4    1   -2    1    2   -0.000011   -0.000000    0.000018    0.000000   -0.000088    0.000000
    4    1   -2    2    2    0.000012    0.000000    0.000001    0.000000    0.000034    0.000000
    4    1   -1    1    1   -0.000010   -0.000000   -0.000003   -0.000000   -0.000027    0.000000
    4    1   -1    2    1   -0.000001   -0.000000   -0.000019   -0.000000   -0.000118   -0.000000
    4    1   -1    1    2    0.000010    0.000000   -0.000031   -0.000000   -0.000009   -0.000000
    4    1   -1    2    2    0.000008   -0.000000    0.000002   -0.000000    0.000043    0.000000
